strategy,runs,docs_to_recall_0_90_mean,docs_to_recall_0_90_std,docs_to_recall_0_95_mean,docs_to_recall_0_95_std,wss90_mean,wss95_mean,first_relevant_rank_mean
asreview_prior_1p1n,5,196.8,20.388722372919794,220.8,5.449770637375482,0.24400000000000005,0.21399999999999997,2.0
random_12_no_prior,5,194.2,4.604345773288534,221.6,6.024948132556825,0.2526666666666667,0.2113333333333333,12.6
asreview_prior_2p10n,5,204.4,15.241391012633985,225.2,4.604345773288535,0.21866666666666665,0.19933333333333328,11.0
