model,average_precision,wss@95,recall@20,recall@50,precision@10,recall@0.5,precision@0.5
calibrated_svm_word_char,0.34855720588479205,-0.01666666666666672,0.5555555555555556,0.8888888888888888,0.3,0.1111111111111111,0.2
lr_word_tfidf_balanced,0.3260593991526195,-0.033333333333333326,0.5555555555555556,0.8888888888888888,0.3,0.0,0.0
cnb_word_tfidf,0.24514485694519764,0.033333333333333326,0.2222222222222222,0.7777777777777778,0.1,0.1111111111111111,1.0
